Scattered erasure, Fmax=1, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
2817461;3.36847;2.93488;2.73591
2958277;3.47436;2.99274;2.38304
Scattered erasure, Fmax=5, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
10000;0.824877;0.61693;0.479708
10500;0.829832;0.623718;0.48358
11025;0.834896;0.63019;0.485832
11576;0.84437;0.633723;0.489511
12154;0.853693;0.638978;0.490264
12760;0.859955;0.643712;0.494734
13396;0.863026;0.648102;0.496494
14063;0.876903;0.661139;0.500597
14763;0.886401;0.669439;0.503048
15498;0.894346;0.647671;0.49822
16269;0.860523;0.651509;0.500368
17078;0.863329;0.658548;0.501309
17927;0.872041;0.672608;0.504937
18818;0.879467;0.683826;0.507544
19753;0.887936;0.69003;0.509595
20734;0.895321;0.700472;0.514991
21764;0.910547;0.70393;0.520957
22845;0.916961;0.726618;0.522288
23980;0.936384;0.733636;0.52858
25171;0.941446;0.747696;0.532377
26421;0.956162;0.756444;0.538046
27733;0.973265;0.77182;0.543797
29110;0.985718;0.777735;0.547983
30555;1.00506;0.798364;0.554367
32072;1.02926;0.743111;0.555308
33664;0.974844;0.748404;0.559469
35335;0.993969;0.755427;0.566781
37089;1.00599;0.761034;0.576112
38930;1.02001;0.773032;0.580639
40863;1.03504;0.782009;0.58575
42892;1.06288;0.794487;0.58782
45022;1.06819;0.798713;0.595409
47258;1.0917;0.818323;0.604838
49605;1.11355;0.827939;0.610698
52069;1.1348;0.842556;0.61633
54656;1.14685;0.855386;0.622592
57372;1.16776;0.87172;0.628546
60223;1.20684;0.884042;0.633896
63216;1.21093;0.840911;0.636845
66358;1.15988;0.855203;0.640151
69657;1.17324;0.861156;0.65003
73120;1.18567;0.86751;0.6549
76756;1.20193;0.890768;0.658056
80573;1.2287;0.894434;0.660793
84580;1.23774;0.91144;0.66563
88787;1.26176;0.92133;0.673768
93204;1.28032;0.93575;0.675239
97841;1.29196;0.951147;0.683403
102709;1.32124;0.963747;0.689766
107820;1.34033;0.981613;0.694016
113186;1.36582;0.998554;0.693497
118820;1.38051;1.01441;0.700482
124735;1.408;0.945224;0.702679
130945;1.43183;0.953454;0.701691
137465;1.29854;0.966949;0.67932
144311;1.21113;0.891846;0.653745
151499;1.23211;0.902653;0.65638
159046;1.24429;0.910639;0.658604
166970;1.24945;0.919945;0.666231
175290;1.26693;0.933692;0.669066
184026;1.28483;0.946311;0.67034
193198;1.29626;0.96807;0.67429
202828;1.31696;0.970874;0.672908
212939;1.3445;0.990268;0.680708
223555;1.37377;1.01017;0.681519
234701;1.39595;1.03496;0.689949
246404;1.41378;0.946305;0.697846
258692;1.44862;0.95546;0.699466
271594;1.31465;0.971486;0.699355
285141;1.33542;0.982132;0.705025
299365;1.35087;1.00897;0.710352
314300;1.37673;1.04575;0.724263
329981;1.38974;1.05564;0.726788
346446;1.44582;1.11145;0.735902
363734;1.49348;1.12662;0.743816
381886;1.539;1.22047;0.784917
400945;1.65218;1.24717;0.853204
420956;1.77831;1.33509;0.87602
441967;1.79389;1.39483;0.913304
464028;1.83944;1.44199;0.948812
487192;1.99859;1.57761;1.01178
511514;2.17215;1.57921;1.09155
537052;2.1978;1.63467;1.1278
563866;2.15066;1.67506;1.23468
592020;2.2539;1.82577;1.26915
621581;2.23131;1.96833;1.52496
652620;2.65229;2.12019;1.42423
685210;2.64418;2.07633;1.46197
719429;2.6764;2.2165;1.51507
755358;2.88006;2.19523;1.56777
793083;2.85148;2.54657;1.61267
832694;3.06716;2.42543;1.7625
874285;3.13251;2.52264;1.7535
917955;3.27268;2.73888;1.88565
963808;3.59804;2.78021;2.00091
1011953;3.62622;2.6895;2.12359
1062505;3.89994;2.72769;2.17814
1115584;3.66706;2.90412;2.29667
1171316;3.70616;2.93171;2.27838
1229834;3.73424;2.87461;2.32629
1291277;3.86116;2.93437;2.43879
1355792;3.88111;2.42521;1.41776
1423532;2.52032;2.69872;2.22998
1494659;3.90262;2.82067;2.25119
1569342;3.91433;2.88983;2.2663
1647759;3.92599;2.8917;2.23695
1730096;4.03351;2.88597;2.21542
1816549;4.01133;2.89269;2.18602
1907324;4.02383;3.18372;2.25469
2002637;4.21194;2.89101;2.35636
2102715;4.66935;3.32944;2.69334
2207796;4.7981;3.24066;2.65735
2318131;4.07445;3.2613;2.69382
2433982;4.23643;3.27162;2.6318
2555625;4.24726;3.21715;2.62188
2683350;4.28013;3.32539;2.65379
2817461;4.39349;3.597;2.98559
2958277;4.7763;3.69445;2.99209
