No-rehash runnning insertion, Fmax=1, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
166970;0.924591;0.679708;1.09848
175290;0.936663;0.686095;1.11275
184026;0.946924;0.768727;1.12623
193198;0.959841;0.702701;1.1361
202828;0.981042;0.725853;1.18913
212939;0.992451;0.739287;1.20408
223555;0.998324;0.739539;1.21495
234701;1.01651;0.744732;1.23614
246404;1.03141;0.755417;1.25146
258692;1.05078;0.760363;1.30145
271594;1.07121;0.77518;1.28518
285141;1.08588;0.779666;1.29784
299365;1.11071;0.797423;1.31637
314300;1.10661;0.783274;1.2748
329981;1.06937;0.806406;1.27767
346446;1.1062;0.816727;1.31995
363734;1.12153;0.812442;1.33928
381886;1.15086;0.897401;1.4073
400945;1.2017;0.876318;1.60293
420956;1.31618;0.931075;1.56056
441967;1.25098;0.925681;1.57507
464028;1.28435;0.960906;1.5757
487192;1.31846;0.932645;1.65189
511514;1.36005;0.974181;1.84948
537052;1.49374;0.953673;1.73001
563866;1.449;1.00324;2.32274
592020;3.47318;2.46221;4.37823
621581;3.52622;2.52005;4.00499
652620;3.12502;2.14557;2.91376
685210;2.32189;1.43207;2.10633
719429;1.8986;1.10308;2.13669
755358;2.07757;1.3636;3.32726
793083;3.34134;1.70119;2.7448
832694;2.58468;1.52328;2.69064
874285;2.43961;1.53349;2.33854
917955;1.80093;1.2337;2.61934
963808;2.39613;1.04303;1.93854
1011953;1.66729;1.09745;2.18082
1062505;1.96593;1.42332;1.96039
1115584;1.79283;1.28425;2.24048
1171316;1.91274;1.34373;2.34289
1229834;1.77017;1.34911;2.30939
1291277;1.90727;1.33209;2.36374
1355792;2.17916;1.41309;2.44535
1423532;2.07997;1.38834;2.48308
1494659;2.1634;1.42899;2.66203
1569342;2.3686;1.66548;2.60824
1647759;2.09053;1.87309;3.06962
1730096;2.19585;1.81637;3.09197
1816549;2.34722;1.80561;3.10578
1907324;2.63773;1.74991;3.02211
2002637;2.42585;1.78346;3.3179
2102715;2.79332;2.0541;3.50253
2207796;2.88299;2.08684;3.48742
2318131;2.86668;2.07372;3.58071
2433982;2.80046;2.16868;3.43825
2555625;2.8762;2.05807;3.47193
2683350;2.93868;2.05271;3.55746
2817461;2.9402;2.22241;3.66934
2958277;2.99352;2.20429;3.73127
No-rehash runnning insertion, Fmax=5, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
10000;0.85789;0.659158;0.820271
10500;0.858885;0.662434;0.822527
11025;0.849804;0.666149;0.821474
11576;0.860291;0.67797;0.828914
12154;0.853463;0.680092;0.831337
12760;0.869107;0.686343;0.83958
13396;0.878635;0.695028;0.841366
14063;0.870611;0.705955;0.847604
14763;0.882055;0.713837;0.85573
15498;0.866233;0.647638;0.814261
16269;0.877247;0.651059;0.81694
17078;0.883396;0.65609;0.821853
17927;0.85733;0.661864;0.823777
18818;0.86018;0.670117;0.829157
19753;0.870619;0.673872;0.835014
20734;0.863958;0.685888;0.837825
21764;0.86639;0.686739;0.838266
22845;0.881762;0.702667;0.848951
23980;0.874025;0.70652;0.85318
25171;0.88865;0.714217;0.858379
26421;0.873594;0.7234;0.863361
27733;0.875542;0.735561;0.873667
29110;0.884547;0.738976;0.876479
30555;0.885645;0.748235;0.881723
32072;0.901162;0.513483;0.727075
33664;0.975226;0.515957;0.731416
35335;0.961455;0.520008;0.738095
37089;0.979842;0.524386;0.744893
38930;0.96645;0.538746;0.758179
40863;0.78577;0.540975;0.766417
42892;0.80209;0.547926;0.777599
45022;0.806468;0.564467;0.79024
47258;0.828013;0.57618;0.803323
49605;0.830258;0.588175;0.82076
52069;0.817976;0.60359;0.834348
54656;0.843359;0.614414;0.850805
57372;0.858599;0.631246;0.867926
60223;0.866816;0.650477;0.886395
63216;0.880909;0.572272;0.885402
66358;0.893941;0.588305;0.903481
69657;0.91846;0.60081;0.919776
73120;0.942118;0.606664;0.93556
76756;0.92715;0.629429;0.952362
80573;0.950132;0.647071;0.967856
84580;0.964442;0.665058;0.98522
88787;0.969877;0.680083;1.00332
93204;0.99588;0.701692;1.02139
97841;1.0021;0.721393;1.03918
102709;1.03024;0.739002;1.05797
107820;1.03725;0.748426;1.07788
113186;1.05749;0.769304;1.09825
118820;1.08315;0.807282;1.11683
124735;1.09658;0.717661;1.09131
130945;1.11968;0.729714;1.10516
137465;1.11805;0.746724;1.12172
144311;1.11394;0.750553;1.13878
151499;1.13928;0.779429;1.15227
159046;1.15589;0.79865;1.17024
166970;1.17001;0.810693;1.1843
175290;1.20027;0.833365;1.19789
184026;1.19596;0.840248;1.2129
193198;1.21686;0.863662;1.2364
202828;1.23818;0.898419;1.25454
212939;1.23892;0.934943;1.28245
223555;1.27391;0.946785;1.31915
234701;1.28382;0.980063;1.33645
246404;1.327;0.842691;1.29419
258692;1.36104;0.862941;1.30599
271594;1.3612;0.89434;1.31754
285141;1.29706;0.857034;1.25103
299365;1.27206;0.86704;1.27219
314300;1.26629;0.847664;1.23892
329981;1.34334;0.913804;1.44532
346446;1.69171;0.992497;1.41573
363734;1.45959;1.01302;1.4129
381886;1.39718;0.964538;1.44646
400945;1.54018;0.996658;1.3509
420956;1.44694;1.02639;1.45065
441967;1.45573;1.1125;1.59858
464028;1.58703;1.15137;1.52043
487192;1.5671;1.2273;1.58468
511514;1.58185;1.03002;1.60949
537052;1.68273;1.18861;1.46183
563866;1.80339;1.17036;1.75671
592020;1.68175;1.12746;1.6441
621581;1.75791;1.17103;1.85332
652620;1.62715;1.24578;2.11546
685210;1.7446;1.27639;1.709
719429;1.70991;1.24321;1.77821
755358;1.73078;1.39113;1.78268
793083;1.80126;1.35239;1.81979
832694;1.85467;1.35772;1.88962
874285;2.06976;1.54107;2.06318
917955;2.10809;2.79213;4.04928
963808;3.93731;3.52235;5.14632
1011953;4.51936;2.92727;4.19509
1062505;3.69967;2.21837;2.9146
1115584;2.33832;1.88978;3.0081
1171316;2.83236;2.35041;3.8816
1229834;3.51914;2.22382;3.85496
1291277;3.5644;2.10471;2.74485
1355792;2.62136;1.88699;2.8387
1423532;2.92557;1.78775;3.21909
1494659;2.89187;2.00766;3.26779
1569342;2.93677;1.97938;3.0106
1647759;2.7326;2.05224;2.99034
1730096;3.86952;2.30781;3.3719
1816549;3.09529;2.24454;3.697
1907324;3.46104;2.49169;3.60987
2002637;3.45828;2.07055;3.66136
2102715;3.44465;2.23376;3.53425
2207796;3.49677;2.17357;3.48754
2318131;3.53341;2.2038;3.61971
2433982;3.47213;2.45188;3.78948
2555625;3.73991;2.52369;3.88217
2683350;3.6427;2.53607;3.82428
2817461;3.61208;2.59615;4.14101
2958277;3.75921;2.61114;4.0862
Runnning insertion, Fmax=1, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
10000;0.771793;0.629328;0.808526
10500;0.901604;0.622937;0.806374
11025;0.888667;0.616418;0.801845
11576;0.876989;0.610169;0.798187
12154;0.868539;0.606853;0.795208
12760;0.854914;0.693261;0.834723
13396;0.846978;0.683877;0.831054
14063;0.83777;0.673738;0.827087
14763;0.829034;0.665178;0.823259
15498;0.820227;0.654517;0.82035
16269;0.81764;0.649326;0.818224
17078;0.805645;0.642826;0.815089
17927;0.798311;0.635784;0.816135
18818;0.786875;0.628868;0.809701
19753;0.782107;0.624823;0.809075
20734;0.780092;0.617944;0.806959
21764;0.914044;0.614939;0.806636
22845;0.90289;0.609301;0.802802
23980;0.890455;0.608561;0.805058
25171;0.882544;0.726892;0.862856
26421;0.870581;0.720553;0.864249
27733;0.864787;0.716465;0.868075
29110;0.856328;0.709487;0.869922
30555;0.849493;0.702579;0.868629
32072;0.84358;0.696565;0.875699
33664;0.837361;0.689617;0.876642
35335;0.83445;0.683422;0.88184
37089;0.82835;0.678755;0.885164
38930;0.827201;0.676105;0.892357
40863;0.824756;0.670369;0.895716
42892;1.02333;0.669771;0.901361
45022;1.0199;0.668106;0.910938
47258;1.00968;0.663799;0.91876
49605;1.00629;0.857454;1.0321
52069;0.999636;0.846255;1.03975
54656;0.996114;0.838079;1.05079
57372;0.993293;0.832406;1.05777
60223;0.990889;0.822503;1.06647
63216;0.987817;0.8155;1.07994
66358;0.987805;0.808966;1.08326
69657;0.987861;0.806425;1.09165
73120;0.990654;0.799609;1.10037
76756;0.988078;0.800243;1.16097
80573;1.03958;0.800654;1.13462
84580;0.998196;0.791069;1.1355
88787;1.2617;0.790731;1.1389
93204;1.22502;0.783557;1.13543
97841;1.2005;0.778067;1.13636
102709;1.19568;0.98461;1.28155
107820;1.1939;0.984496;1.29169
113186;1.18866;0.963654;1.28343
118820;1.18168;0.950233;1.28853
124735;1.17506;0.939403;1.2994
130945;1.1727;0.938555;1.30501
137465;1.16297;0.929553;1.29232
144311;1.16315;0.924814;1.29651
151499;1.15291;0.918566;1.3045
159046;1.15918;0.914753;1.31644
166970;1.15785;0.910479;1.31064
175290;1.41534;0.90572;1.31361
184026;1.41425;0.905168;1.34299
193198;1.50133;0.919205;1.33842
202828;1.46471;1.21283;1.85395
212939;1.89857;1.30437;1.9155
223555;1.85743;1.53273;1.60042
234701;1.49355;1.44827;2.27206
246404;2.36167;1.9766;2.32376
258692;2.17665;1.69542;2.61161
271594;2.58682;1.92802;2.58768
285141;2.24132;1.6082;1.79836
299365;1.82402;1.33178;1.77017
314300;1.67246;1.27602;1.70224
329981;1.49135;1.11831;1.62712
346446;1.48459;1.2845;1.8008
363734;2.29917;1.16941;1.62185
381886;2.41125;1.83017;2.67297
400945;2.70888;2.12224;2.29841
420956;2.47009;1.84832;2.64794
441967;3.73153;2.53902;3.26826
464028;2.647;1.80127;3.36328
487192;3.47317;2.8594;4.40909
511514;3.94857;2.6884;4.09591
537052;3.66687;2.4048;2.85905
563866;2.33383;1.81206;2.46296
592020;2.17538;1.65263;2.37385
621581;2.01676;2.08138;4.81941
652620;4.36797;2.74087;3.65987
685210;3.02708;2.24619;3.65255
719429;4.53264;2.49726;3.57402
755358;4.26015;2.17759;3.43092
793083;4.01211;2.59588;3.62675
832694;3.44025;2.63571;3.29833
874285;3.07001;2.23086;3.04435
917955;2.83737;2.06107;2.95319
963808;3.79394;2.3826;3.01461
1011953;3.34389;2.04939;2.876
1062505;2.96877;2.09115;3.39288
1115584;2.81863;2.26734;3.27655
1171316;2.37291;1.95385;2.76223
1229834;2.3763;1.85549;2.80598
1291277;2.45166;1.77593;2.94052
1355792;2.64655;1.92933;2.9746
1423532;2.81869;2.03937;3.0079
1494659;3.52152;1.93388;3.07684
1569342;3.64851;2.03512;3.17872
1647759;3.61902;2.69269;3.59382
1730096;3.42811;2.63637;3.55077
1816549;3.40333;2.62974;3.63465
1907324;3.35637;2.47812;3.58492
2002637;3.27408;2.53731;3.70253
2102715;3.40812;2.50601;3.73191
2207796;3.3072;2.46527;3.68047
2318131;3.41855;2.71475;3.73407
2433982;3.42344;2.43695;3.81955
2555625;3.35435;2.39288;3.77986
2683350;3.28283;2.41945;3.95632
2817461;3.33627;2.46845;3.84409
2958277;5.34553;2.47152;3.84917
Runnning insertion, Fmax=5, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
10000;1.15099;0.845094;1.04894
10500;1.14239;0.833973;1.05584
11025;1.2086;0.907803;1.1054
11576;1.20192;0.906977;1.10696
12154;1.18381;0.822621;1.1023
12760;1.11011;0.819513;1.04231
13396;1.10154;0.819711;1.02232
14063;1.09939;0.818455;1.0169
14763;1.09058;0.818057;1.00669
15498;1.11068;0.968898;0.96663
16269;1.22932;0.887435;1.0688
17078;1.21045;0.877264;1.04403
17927;1.19953;0.868602;1.04063
18818;1.18519;0.865669;1.03935
19753;1.17759;0.860701;1.03374
20734;1.1683;0.858553;1.03423
21764;1.15845;0.851709;1.03075
22845;1.15366;0.853408;1.05909
23980;1.14028;0.848975;1.02702
25171;1.13545;0.843467;1.05246
26421;1.13067;0.84341;1.02382
27733;1.12666;0.848173;1.05048
29110;1.12257;0.841893;1.05779
30555;1.15057;0.847144;1.05956
32072;1.11865;0.85772;0.999567
33664;1.18431;0.849498;1.00014
35335;1.17095;0.834277;0.998956
37089;1.15971;0.82966;1.00204
38930;1.14888;0.822103;1.00284
40863;1.14374;0.817783;1.00459
42892;1.13638;0.815122;1.00831
45022;1.12909;0.809201;1.01239
47258;1.12455;0.811636;1.01782
49605;1.12861;0.812782;1.02501
52069;1.12436;0.807853;1.02754
54656;1.11946;0.8152;1.03566
57372;1.12317;0.821814;1.04523
60223;1.12954;0.829506;1.05421
63216;1.13286;1.01628;1.17626
66358;1.36278;1.01007;1.18554
69657;1.34891;1.00138;1.19336
73120;1.34576;0.996277;1.20584
76756;1.34089;0.990893;1.21476
80573;1.33486;0.99312;1.22479
84580;1.33515;0.9874;1.23575
88787;1.33093;0.987706;1.24097
93204;1.33375;0.986221;1.25284
97841;1.33504;0.99387;1.26271
102709;1.34158;0.994397;1.27088
107820;1.3504;1.00559;1.28175
113186;1.36621;1.01276;1.29583
118820;1.37221;1.01832;1.30771
124735;1.37524;1.23507;1.45327
130945;1.3821;1.24005;1.46428
137465;1.63724;1.22778;1.47199
144311;1.6212;1.21129;1.47706
151499;1.61488;1.21634;1.48385
159046;1.6092;1.20622;1.49576
166970;1.60349;1.20291;1.5039
175290;1.58794;1.19854;1.50012
184026;1.59449;1.19885;1.51544
193198;1.59052;1.19144;1.51135
202828;1.5819;1.2059;1.52062
212939;1.59418;1.20644;1.53998
223555;1.59021;1.20394;1.5421
234701;1.62077;1.21911;1.55274
246404;1.61736;1.48694;1.70934
258692;1.63366;1.50193;1.72944
271594;1.91125;1.45869;1.74005
285141;1.91469;1.44463;1.73823
299365;1.88982;1.41668;1.73711
314300;1.86614;1.41468;1.75638
329981;1.90841;1.45918;1.77203
346446;1.93607;1.46154;1.75272
363734;1.86547;1.40399;1.75345
381886;1.92941;1.43771;1.7866
400945;1.84722;1.39903;1.76656
420956;1.86275;1.46158;1.85072
441967;1.92907;1.52504;1.86169
464028;1.91746;1.56945;1.91054
487192;2.01547;1.48634;1.83739
511514;1.92312;1.94539;2.09754
537052;1.97188;1.94365;2.13905
563866;2.60377;1.92249;2.2146
592020;2.50355;1.91068;2.25855
621581;4.08757;2.67273;3.63568
652620;2.55994;2.06575;2.34075
685210;2.5924;1.91527;2.38409
719429;2.48841;1.86232;2.37495
755358;2.58972;1.94356;2.50829
793083;2.65313;2.14435;2.84339
832694;3.45602;2.30454;2.47964
874285;2.53849;2.23612;2.49727
917955;2.71258;2.17014;2.78331
963808;2.7065;2.06325;2.95977
1011953;3.0565;2.93286;3.20024
1062505;2.86008;2.8833;3.17359
1115584;3.57109;2.79066;3.17004
1171316;3.9087;3.0187;3.23686
1229834;4.15476;2.75878;3.17695
1291277;3.64893;2.59927;3.28818
1355792;4.23998;2.94038;3.69598
1423532;4.08162;2.8402;3.23829
1494659;3.69769;3.00437;3.6533
1569342;4.13985;3.01776;3.57732
1647759;3.61794;2.71334;3.29269
1730096;3.43277;2.66415;3.49798
1816549;3.54705;2.67784;3.48171
1907324;3.95751;2.81165;3.57148
2002637;4.22346;3.50793;4.03475
2102715;3.75268;3.50782;4.84917
2207796;4.17367;3.98547;4.21274
2318131;4.70674;5.73304;7.2815
2433982;8.08356;6.61325;5.84084
2555625;5.94231;3.89948;5.05305
2683350;5.9003;5.52356;6.63766
2817461;6.67805;4.10178;5.04011
2958277;5.20085;3.50715;4.52059
