No-rehash runnning insertion, Fmax=1, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
441967;2.60079;0.859538;1.40604
464028;2.36726;0.986171;1.56677
487192;2.69376;0.910797;1.50873
511514;3.58175;0.971883;1.52445
537052;2.87612;1.19444;1.65281
563866;2.64459;0.958036;1.66767
592020;2.81449;1.05027;2.83968
621581;5.48948;1.9593;2.14657
652620;3.5346;1.14659;2.12813
685210;3.52445;2.05115;3.1121
719429;5.83129;1.07408;1.68058
755358;3.34115;1.07302;1.70549
793083;3.46615;1.41474;2.09744
832694;3.87083;1.26406;2.18595
874285;4.8282;1.25484;2.2631
917955;4.64937;1.50889;2.56707
963808;5.21168;1.53866;2.56811
1011953;4.52213;1.29407;2.01302
1062505;3.8243;1.09545;1.80986
1115584;2.89944;1.08678;2.32592
1171316;4.69531;1.56824;2.09584
1229834;3.96428;1.27076;1.94167
1291277;4.20282;1.44632;2.37146
1355792;4.58527;1.17507;1.85911
1423532;3.84948;1.29114;2.23596
1494659;5.27343;2.33406;3.68509
1569342;5.50906;1.75632;2.55581
1647759;4.98333;1.72456;2.76617
1730096;5.33565;1.9299;2.85564
1816549;5.37634;1.75397;2.47042
1907324;5.28607;1.77809;2.74446
2002637;4.45856;1.46563;2.62369
2102715;5.42779;1.77577;2.67797
2207796;5.11724;1.97841;2.75597
2318131;5.01037;1.70936;2.73015
2433982;5.50738;1.91128;2.98485
2555625;5.71962;1.99166;3.0347
2683350;5.48559;2.01094;3.09876
2817461;5.72716;1.97176;2.90802
2958277;5.69259;2.09513;3.08232
No-rehash runnning insertion, Fmax=5, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
10000;1.28742;0.672484;0.936888
10500;1.28941;0.680659;0.956745
11025;1.29104;0.693734;0.949515
11576;1.33077;0.69713;0.97246
12154;1.32634;0.703374;0.986152
12760;1.32196;0.722677;0.992055
13396;1.33144;0.730961;0.991669
14063;1.32817;0.751938;1.0084
14763;1.34177;0.759099;1.0309
15498;1.34409;0.691391;0.93426
16269;1.29628;0.688836;0.93432
17078;1.3808;0.704137;0.945609
17927;1.37567;0.709912;0.955927
18818;1.38542;0.723888;0.965817
19753;1.39235;0.73449;0.976895
20734;1.38124;0.743254;0.98599
21764;1.38883;0.748771;0.995311
22845;1.41016;0.766211;1.00567
23980;1.42294;0.77908;1.01577
25171;1.41684;0.792576;1.03041
26421;1.41322;0.80502;1.04187
27733;1.41524;0.819021;1.05149
29110;1.44594;0.826424;1.0619
30555;1.44895;0.841479;1.06854
32072;1.44145;0.52;0.773918
33664;1.44361;0.52582;0.778833
35335;1.4523;0.531021;0.786845
37089;1.41648;0.538462;0.792426
38930;1.48386;0.548649;0.804929
40863;1.48653;0.554611;0.810862
42892;1.28653;0.563138;0.825547
45022;1.30103;0.57276;0.830258
47258;1.31648;0.593467;0.844552
49605;1.34379;0.606971;0.860345
52069;1.3469;0.612396;0.875337
54656;1.36674;0.635771;0.89074
57372;1.39768;0.646405;0.908641
60223;1.41592;0.665627;0.929302
63216;1.44425;0.56666;0.889165
66358;1.47336;0.577059;0.904459
69657;1.70906;0.591463;0.923337
73120;1.51295;0.597389;0.938949
76756;1.5385;0.616275;0.96224
80573;1.66088;0.637382;0.980215
84580;1.60879;0.65135;1.00226
88787;1.63524;0.66744;1.02306
93204;1.66233;0.687191;1.04016
97841;1.69986;0.711063;1.06336
102709;1.71588;0.725718;1.0835
107820;1.74309;0.749582;1.10881
113186;2.02024;0.769409;1.13181
118820;1.80248;0.801061;1.15677
124735;1.85376;0.688666;1.09895
130945;1.85759;0.700098;1.11742
137465;1.88988;0.721924;1.13782
144311;1.91467;0.729013;1.15261
151499;1.94288;0.757573;1.17405
159046;1.95875;0.779286;1.2068
166970;2.07354;0.796553;1.21734
175290;2.03207;0.816904;1.23943
184026;2.02864;0.831303;1.26307
193198;2.36228;0.863008;1.28514
202828;2.11109;0.886235;1.32058
212939;2.18622;0.923932;1.34152
223555;2.17518;0.93698;1.36295
234701;2.1989;0.981161;1.40228
246404;2.25453;0.810708;1.29045
258692;2.36006;0.844018;1.34005
271594;2.40333;0.871949;1.35642
285141;2.46955;0.908052;1.39981
299365;2.57999;0.934107;1.43591
314300;2.6588;0.95602;1.46092
329981;2.71122;1.01081;1.53971
346446;2.86762;1.02852;1.53098
363734;2.74162;1.07461;1.59479
381886;2.89192;1.13887;1.68934
400945;3.15155;1.19632;1.68439
420956;3.70164;1.23232;1.73986
441967;3.24537;1.31205;1.85587
464028;3.19595;1.32872;1.78676
487192;3.30431;1.39278;1.84968
511514;3.47233;1.22504;1.72004
537052;3.43494;1.25208;1.77715
563866;3.84255;1.34703;1.81503
592020;3.70232;1.32948;2.00644
621581;3.93053;1.4051;1.98084
652620;3.9441;1.43029;2.09237
685210;4.51464;1.48949;2.17239
719429;3.97406;1.38573;1.98755
755358;3.7794;1.4331;1.90092
793083;3.57121;1.42722;2.03698
832694;3.81224;1.52229;2.06415
874285;4.15992;1.64727;2.31239
917955;4.71785;2.09996;2.70071
963808;5.04035;2.07866;2.83993
1011953;5.24816;1.71319;2.64809
1062505;5.03024;1.66312;2.52741
1115584;5.23538;1.67669;2.39659
1171316;4.80579;1.69646;2.51099
1229834;5.76651;2.07702;2.78224
1291277;5.65734;1.78106;2.58311
1355792;5.39078;1.97444;2.95963
1423532;5.65188;1.99061;2.90347
1494659;5.83494;2.15582;3.19799
1569342;5.90451;2.10143;3.02232
1647759;7.21215;2.59956;3.72393
1730096;6.74694;2.55754;3.43729
1816549;6.74788;2.81593;3.78277
1907324;6.71307;2.70904;3.82459
2002637;6.92671;2.32694;3.11054
2102715;6.1269;2.21401;3.11932
2207796;6.27741;2.2536;3.06384
2318131;6.18989;2.43759;3.2997
2433982;6.38531;2.46525;3.39788
2555625;6.41022;2.48939;3.27088
2683350;6.33306;2.54145;3.30184
2817461;6.365;2.459;2.89341
2958277;5.26754;2.6886;3.45471
Runnning insertion, Fmax=1, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
10000;1.18575;0.632458;0.865272
10500;1.18486;0.633195;0.870067
11025;1.18605;0.624238;0.878084
11576;1.182;0.620665;0.86918
12154;1.18185;0.615804;0.872416
12760;1.18618;0.722678;0.92056
13396;1.28233;0.716412;0.918929
14063;1.28816;0.705113;0.915019
14763;1.28436;0.697087;0.911998
15498;1.27651;0.688988;0.90926
16269;1.26588;0.683879;0.903395
17078;1.26518;0.671937;0.903911
17927;1.25205;0.66856;0.905882
18818;1.24846;0.660914;0.897361
19753;1.23835;0.660395;0.89432
20734;1.24245;0.64811;0.891344
21764;1.22941;0.646426;0.89095
22845;1.2313;0.644243;0.88758
23980;1.22513;0.637468;0.888666
25171;1.21906;0.756266;0.947691
26421;1.33366;0.758128;0.943651
27733;1.32935;0.743713;0.948017
29110;1.31545;0.738858;0.942609
30555;1.31584;0.735072;0.940683
32072;1.31268;0.718806;0.945759
33664;1.30591;0.715494;0.940732
35335;1.3054;0.71177;0.940097
37089;1.30236;0.70288;0.933248
38930;1.3053;0.697741;0.938311
40863;1.3108;0.689968;0.940562
42892;1.31434;0.685987;0.941137
45022;1.32295;0.681371;0.946789
47258;1.33286;0.682858;0.950931
49605;1.34526;0.858558;1.07294
52069;1.57439;0.844374;1.07901
54656;1.58666;0.840367;1.08422
57372;1.58112;0.839533;1.09501
60223;1.59226;0.822815;1.10209
63216;1.59996;0.816131;1.1106
66358;1.617;0.809644;1.11865
69657;1.62796;0.807009;1.12419
73120;1.64132;0.797938;1.13331
76756;1.65591;0.797263;1.14253
80573;1.66792;0.793733;1.14989
84580;1.68821;0.788961;1.1592
88787;1.70255;0.784291;1.16441
93204;1.71383;0.778313;1.16888
97841;1.72578;0.782039;1.17891
102709;1.74599;0.971235;1.32469
107820;2.00759;0.963608;1.33189
113186;2.00967;0.956978;1.33913
118820;2.01841;0.946304;1.35641
124735;2.03888;0.939879;1.35261
130945;2.02571;0.938586;1.36498
137465;2.03956;0.940806;1.36571
144311;2.04117;0.93659;1.36755
151499;2.05882;0.924603;1.37759
159046;2.06366;0.920303;1.38785
166970;2.07089;0.919417;1.3824
175290;2.06839;0.920446;1.38644
184026;2.06885;0.920238;1.40187
193198;2.16566;0.926472;1.42138
202828;2.16393;1.16346;1.58685
212939;2.48777;1.14401;1.60235
223555;2.38064;1.12219;1.58787
234701;2.41103;1.08472;1.56125
246404;2.36222;1.07263;1.56126
258692;2.37392;1.06213;1.56839
271594;2.3497;1.05499;1.56573
285141;2.37916;1.04872;1.57115
299365;2.40376;1.05475;1.57543
314300;2.36972;1.04346;1.57666
329981;2.42697;1.04204;1.57856
346446;2.42745;1.03663;1.57904
363734;2.42717;1.02854;1.59799
381886;2.50103;1.03799;1.61949
400945;2.46114;1.38406;1.84905
420956;3.12755;1.37647;1.83741
441967;2.85351;1.34318;1.81585
464028;3.01161;1.35464;1.93523
487192;3.19092;1.36302;2.01307
511514;3.32772;1.37181;1.97562
537052;3.08182;1.31073;1.97674
563866;3.44962;1.28571;2.0393
592020;3.16632;1.1697;1.75362
621581;2.92068;1.20976;1.8498
652620;3.34556;1.2509;2.00631
685210;3.20379;1.26266;2.00039
719429;5.01628;1.72753;2.45738
755358;4.13587;1.53039;2.85689
793083;5.09379;2.35043;3.56354
832694;6.54433;2.50388;3.64458
874285;5.80447;2.31094;2.77652
917955;5.95264;2.07836;3.55347
963808;6.14752;2.31851;3.18576
1011953;6.12373;2.25208;3.29763
1062505;6.34596;2.14812;2.95467
1115584;6.1395;2.32539;3.71934
1171316;6.20509;2.18358;3.55018
1229834;5.73579;2.0048;3.12246
1291277;5.4645;2.02561;3.34748
1355792;6.07829;2.23539;3.40961
1423532;6.23185;2.3951;3.56674
1494659;6.28507;2.46549;3.85114
1569342;6.30416;2.37315;3.7233
1647759;7.32558;2.86946;4.25078
1730096;7.25648;2.81244;4.31679
1816549;7.46346;2.66269;3.83763
1907324;7.00563;2.64789;4.00233
2002637;7.03025;2.71132;4.07121
2102715;6.893;2.62009;4.15049
2207796;6.95655;2.61299;4.10707
2318131;6.3478;2.45468;3.6998
2433982;6.47321;2.42082;3.81728
2555625;6.79527;2.58215;3.98651
2683350;6.76147;2.55462;4.13289
2817461;6.92491;2.64193;4.35315
2958277;7.15906;2.68695;4.30525
Runnning insertion, Fmax=5, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
10000;1.48564;0.887941;1.19397
10500;1.48914;0.886234;1.19324
11025;1.49034;0.886027;1.19598
11576;1.6193;1.00366;1.31735
12154;1.61925;0.993249;1.31313
12760;1.50059;0.918022;1.26385
13396;1.4943;0.891716;1.20181
14063;1.50895;0.892337;1.21047
14763;1.50837;0.898553;1.20683
15498;1.51136;0.878377;1.15982
16269;1.49118;0.993315;1.26641
17078;1.61864;0.9806;1.25893
17927;1.60418;0.973313;1.25058
18818;1.59086;0.962408;1.24131
19753;1.58247;0.958429;1.23588
20734;1.57579;0.951987;1.22984
21764;1.55961;0.95005;1.22396
22845;1.56177;0.947192;1.2221
23980;1.54849;0.939015;1.21791
25171;1.5349;0.932037;1.21183
26421;1.53364;0.929768;1.20333
27733;1.52944;0.934196;1.20363
29110;1.52573;0.923663;1.20051
30555;1.52749;0.933697;1.19962
32072;1.51727;0.92743;1.17
33664;1.55115;0.924105;1.1622
35335;1.54137;0.908998;1.14363
37089;1.53022;0.901036;1.14186
38930;1.51478;0.885879;1.13522
40863;1.51972;0.892984;1.13978
42892;1.5252;0.876231;1.13935
45022;1.5253;0.870411;1.13201
47258;1.52443;0.869219;1.13882
49605;1.54784;0.866824;1.13666
52069;1.54901;0.860374;1.13601
54656;1.56664;0.879412;1.14315
57372;1.58833;0.878592;1.14603
60223;1.60311;0.872653;1.16099
63216;1.62898;1.0746;1.29194
66358;1.88615;1.07648;1.30693
69657;1.88472;1.06167;1.30494
73120;1.88716;1.05002;1.31487
76756;1.89393;1.04012;1.32886
80573;1.92323;1.04945;1.34762
84580;1.95912;1.04787;1.35731
88787;1.96985;1.03809;1.37089
93204;2.00196;1.04691;1.39872
97841;2.0807;1.06578;1.44619
102709;2.1318;1.09431;1.46847
107820;2.23357;1.1186;1.49074
113186;2.26758;1.14107;1.51982
118820;2.30743;1.16776;1.60185
124735;2.43241;1.66907;1.81861
130945;3.11802;1.63263;1.79305
137465;2.9516;1.6074;1.83771
144311;3.01861;1.71531;1.91775
151499;3.38538;1.70055;1.92604
159046;3.3595;1.72016;2.04343
166970;3.76964;1.79727;2.10621
175290;3.74771;1.76182;2.22355
184026;3.96686;1.83351;2.19214
193198;4.00789;1.79229;2.21936
202828;4.27159;1.93131;2.42601
212939;4.40359;1.97156;2.45566
223555;4.96132;2.15738;2.73186
234701;4.77754;2.16103;2.78903
246404;4.97663;2.90798;3.43742
258692;6.10267;3.00588;3.56665
271594;6.42855;2.98603;3.57893
285141;6.2343;2.95149;3.60136
299365;6.20288;2.91662;3.5149
314300;6.19833;2.90739;3.66283
329981;6.27768;2.78285;3.48797
346446;6.03042;2.87942;3.7522
363734;6.40014;2.92319;3.7456
381886;6.39491;2.93888;3.76579
400945;6.28443;2.90397;3.81482
420956;6.22173;2.82215;3.68898
441967;6.34023;2.91338;3.82336
464028;6.61531;3.07927;4.05216
487192;6.79066;3.26786;4.19615
511514;6.92159;3.91841;4.70659
537052;7.84865;3.8355;4.83993
563866;7.97542;3.89577;4.90516
592020;8.05727;3.82721;4.90085
621581;8.212;3.97489;4.97065
652620;7.989;3.80866;4.81034
685210;7.93475;3.79454;4.89636
719429;7.91458;3.73469;4.96226
755358;7.97514;3.86661;5.02355
793083;8.15782;4.03182;5.25834
832694;8.34613;4.10743;5.17793
874285;7.96575;3.92678;5.06814
917955;7.92774;3.92472;5.11611
963808;8.18426;3.82974;4.83985
1011953;8.03289;4.55172;5.66091
1062505;9.12776;4.55251;5.74201
1115584;9.13362;4.56453;5.76672
1171316;9.147;4.52369;5.67345
1229834;9.15304;4.61261;5.97552
1291277;9.50697;4.63871;5.91866
1355792;9.45868;4.69679;6.10988
1423532;9.43826;4.56186;5.93373
1494659;9.44855;4.68104;5.95713
1569342;9.24848;4.52152;5.97869
1647759;9.3686;4.52867;5.93763
1730096;9.30862;4.53243;6.03177
1816549;9.43756;4.67609;6.25377
1907324;9.72683;4.75495;6.32309
2002637;9.85889;5.5716;6.90721
2102715;10.4574;5.30602;6.72755
2207796;10.2841;5.10301;6.71221
2318131;10.3761;5.11552;6.55652
2433982;10.0441;5.035;6.55817
2555625;10.0208;5.00448;6.58744
2683350;10.3064;5.09682;6.83706
2817461;10.5899;5.1264;6.82445
2958277;10.0486;4.80221;6.33664
